語句,読み,意味,詳細解説,関連事項,関連分野,種別,source,grade
直接請求権,ちょくせつせいきゅうけん,住民が地方政治に直接意見を述べる権利,直接請求権は住民が地方政治に直接参加する権利。条例の制定・改廃、議会の解散、首長・議員の解職(リコール)などを請求できる。一定数の署名が必要。,住民参加|リコール|条例|地方自治,公民-政治,制度概念,,3
政党,せいとう,政治的主張を実現するための団体,政党は共通の政治的主張を持つ人々が政権獲得を目指して作る団体。選挙で候補者を立て、政策を訴える。日本では自由民主党、立憲民主党、公明党などがある。,選挙|政策|政権|自民党,公民-政治,制度概念,,3
与党,よとう,政権を担当する政党,与党は政権を担当している政党。内閣を組織し、政策を実行する立場にある。日本では自由民主党と公明党が連立して与党を形成している(2024年時点)。,政権|内閣|政党|野党,公民-政治,制度概念,,3
野党,やとう,政権を担当していない政党,野党は政権を担当していない政党。与党の政策を批判・監視し、対案を示す役割を持つ。議会制民主主義では与党と野党の両方が重要。,政権|批判|監視|政党,公民-政治,制度概念,,3
マスメディア,ますめでぃあ,大量の情報を伝達する媒体,マスメディアは新聞・テレビ・ラジオ・インターネットなど、大量の情報を多数の人に伝える媒体。世論形成に大きな影響を持ち、「第四の権力」とも呼ばれる。,新聞|テレビ|世論|第四の権力,公民-政治,その他,,3
世論,よろん,社会の多数の人々が持つ意見,世論は社会の多数の人々が共通して持つ意見や考え方。マスメディアや世論調査で示される。民主主義では世論が政治に大きな影響を与える。「せろん」とも読む。,マスメディア|世論調査|民主主義|意見,公民-政治,その他,,3
住民投票,じゅうみんとうひょう,住民が直接賛否を表明する投票,住民投票は地方自治体の重要事項について、住民が直接賛否を表明する投票。法的拘束力はないが、首長や議会の判断に大きな影響を与える。,地方自治|直接民主制|住民参加|首長,公民-政治,制度概念,,3
市場経済,しじょうけいざい,需要と供給で価格が決まる経済,市場経済は需要と供給の関係で価格が決まり、資源が配分される経済システム。自由競争を基本とする。資本主義経済の中心的な仕組み。,需要|供給|価格|資本主義,公民-経済,制度概念,,3
需要,じゅよう,買いたいという欲求,需要は消費者が商品やサービスを買いたいという欲求。価格が下がると需要は増え、価格が上がると需要は減る。需要曲線は右下がりになる。,消費者|価格|需要曲線|市場,公民-経済,制度概念,,3
供給,きょうきゅう,売りたいという意思,供給は生産者が商品やサービスを売りたいという意思。価格が上がると供給は増え、価格が下がると供給は減る。供給曲線は右上がりになる。,生産者|価格|供給曲線|市場,公民-経済,制度概念,,3
独占,どくせん,一つの企業が市場を支配すること,独占は一つの企業が市場を支配し、価格や生産量を自由に決められる状態。競争がなくなり、価格が高くなったり品質が低下したりする。独占禁止法で規制される。,市場支配|独占禁止法|競争|企業,公民-経済,その他,,3
株式会社,かぶしきがいしゃ,株式を発行して資金を集める会社,株式会社は株式を発行して多くの人から資金を集める会社。株主は出資額に応じて配当を受け、経営に参加できる。現代経済の中心的な企業形態。,株式|株主|配当|企業,公民-経済,制度概念,,3
株主,かぶぬし,株式を持つ人,株主は株式会社の株式を持つ人。会社の所有者で、利益の一部を配当として受け取る権利がある。株主総会で経営に参加し、重要事項を決定する。,株式|配当|株主総会|所有者,公民-経済,その他,,3
金融,きんゆう,お金の貸し借り,金融は資金の余っている人から不足している人へお金を融通すること。銀行などの金融機関が仲介する。経済活動を円滑にする重要な役割を果たす。,銀行|金融機関|資金|融通,公民-経済,制度概念,,3
日本銀行,にほんぎんこう,日本の中央銀行,日本銀行は日本の中央銀行。発券銀行(紙幣を発行)、銀行の銀行(銀行に資金を貸す)、政府の銀行(政府の資金を管理)の3つの役割を持つ。金融政策で景気を調整する。,中央銀行|紙幣発行|金融政策|景気調整,公民-経済,制度概念,,3
景気,けいき,経済活動の活発さ,景気は経済活動が活発かどうかを示す状態。好景気(好況)は物が売れて企業の利益が増える状態。不景気(不況)は物が売れず失業者が増える状態。景気は循環する。,好況|不況|景気循環|経済,公民-経済,その他,,3
インフレーション,いんふれーしょん,物価が持続的に上昇すること,インフレーション(インフレ)は物価が持続的に上昇する現象。お金の価値が下がり、同じ金額で買える物が減る。急激なインフレは経済に悪影響を与える。,物価上昇|貨幣価値低下|デフレ|経済,公民-経済,その他,,3
デフレーション,でふれーしょん,物価が持続的に下落すること,デフレーション(デフレ)は物価が持続的に下落する現象。お金の価値が上がるが、企業の売上減少や賃金低下を招き、景気悪化につながる。日本は長期のデフレに苦しんだ。,物価下落|景気悪化|インフレ|経済,公民-経済,その他,,3
税金,ぜいきん,国や地方公共団体が集める資金,税金は国や地方公共団体が公共サービスを提供するために国民から強制的に集める資金。直接税(所得税など)と間接税(消費税など)に分けられる。,直接税|間接税|公共サービス|財政,公民-経済,制度概念,,3
直接税,ちょくせつぜい,納税者が直接納める税,直接税は税を負担する人が直接納める税。所得税や法人税、住民税など。累進課税制度で所得が多いほど税率が高くなる。所得の再分配機能がある。,所得税|法人税|累進課税|間接税,公民-経済,制度概念,,3
間接税,かんせつぜい,商品の価格に含まれる税,間接税は商品やサービスの価格に含まれ、販売者が納める税。消費税や酒税、たばこ税など。税の負担者と納税者が異なる。徴税しやすいが逆進性が問題。,消費税|酒税|逆進性|直接税,公民-経済,制度概念,,3
消費税,しょうひぜい,消費に課される税,消費税は商品やサービスを消費する時に課される間接税。1989年に3%で導入され、段階的に引き上げられて2019年から10%(軽減税率8%)。安定した税収が特徴。,間接税|1989年|10%|軽減税率,公民-経済,制度概念,,3
累進課税,るいしんかぜい,所得が多いほど税率が高くなる仕組み,累進課税は所得が多いほど税率が高くなる課税方式。所得税に採用されている。所得の再分配機能があり、格差を縮小する効果がある。,所得税|税率|所得再分配|格差,公民-経済,制度概念,,3
社会保障,しゃかいほしょう,国民の生活を保障する制度,社会保障は病気・失業・老齢などで生活が困難になった人を国が支援する制度。社会保険・公的扶助・社会福祉・公衆衛生の4つの柱がある。憲法第25条の生存権が根拠。,生存権|社会保険|公的扶助|福祉,公民-経済,制度概念,,3
社会保険,しゃかいほけん,保険料を払って給付を受ける制度,社会保険は加入者が保険料を払い、病気や老齢などの時に給付を受ける制度。医療保険・年金保険・雇用保険・労災保険・介護保険の5つがある。,医療保険|年金|雇用保険|介護保険,公民-経済,制度概念,,3
公的扶助,こうてきふじょ,生活困窮者を支援する制度,公的扶助は生活に困窮する人に国が最低限度の生活を保障する制度。生活保護法に基づく。税金で運営され、憲法第25条の生存権の具体化。,生活保護|生存権|憲法第25条|最低限度,公民-経済,制度概念,,3
少子高齢化,しょうしこうれいか,子どもが減り高齢者が増えること,少子高齢化は出生率の低下で子どもが減り、平均寿命の延びで高齢者が増える現象。日本は世界で最も高齢化が進んでいる。社会保障費の増大や労働力不足が課題。,出生率|高齢者|社会保障|人口問題,公民-経済,その他,,3
持続可能な開発,じぞくかのうなかいはつ,環境を守りながら発展すること,持続可能な開発は将来世代のニーズを損なわずに現在のニーズを満たす開発。環境保護と経済発展の両立を目指す。SDGs(持続可能な開発目標)が国際的に取り組まれている。,SDGs|環境|経済発展|将来世代,公民-国際,制度概念,,3
SDGs,えすでぃーじーず,持続可能な開発目標,SDGsは2015年に国連で採択された持続可能な開発目標。2030年までに達成すべき17の目標と169のターゲットがある。貧困・飢餓・教育・環境など幅広い課題に取り組む。,国連|17の目標|2030年|持続可能,公民-国際,制度概念,,3
